Timestamp,AdapterStatus,MediaConnectionState,LinkSpeed,ReceivedUnicastPackets,SentUnicastPackets,ReceivedPacketErrors,ReceivedDiscardedPackets,OutboundPacketErrors,OutboundDiscardedPackets,RxDelta,TxDelta,GatewayIPv4,GatewayArpState,GatewayPingSuccessCount,GatewayPingAvgMs,DefaultRouteIfIndex,ProfileName,IPv4Connectivity,CycleMs
2026-09-10 16:48:42.362,Up,Connected,300 Mbps,4257544,4406195,0,0,0,0,31,17,192.168.0.1,Reachable,1,3,12,702,Internet,272
2026-09-10 16:48:43.642,Up,Connected,300 Mbps,4257579,4406216,0,0,0,0,35,21,192.168.0.1,Reachable,1,5,12,702,Internet,228
2026-09-10 16:48:44.882,Up,Connected,300 Mbps,4257616,4406243,0,0,0,0,37,27,192.168.0.1,Reachable,1,4,12,702,Internet,205
2026-09-10 16:48:46.098,Up,Connected,300 Mbps,4257663,4406274,0,0,0,0,47,31,192.168.0.1,Reachable,1,5,12,702,Internet,272
2026-09-10 16:48:47.382,Up,Connected,300 Mbps,4257706,4406299,0,0,0,0,43,25,192.168.0.1,Reachable,1,1,12,702,Internet,203
2026-09-10 16:48:48.617,Up,Connected,300 Mbps,4257742,4406328,0,0,0,0,36,29,192.168.0.1,Reachable,1,3,12,702,Internet,213
2026-09-10 16:48:49.837,Up,Connected,300 Mbps,4257794,4406382,0,0,0,0,52,54,192.168.0.1,Reachable,1,3,12,702,Internet,205
2026-09-10 16:48:51.061,Up,Connected,300 Mbps,4257840,4406414,0,0,0,0,46,32,192.168.0.1,Reachable,1,3,12,702,Internet,200
2026-09-10 16:48:52.283,Up,Connected,300 Mbps,4257877,4406437,0,0,0,0,37,23,192.168.0.1,Reachable,1,5,12,702,Internet,215
2026-09-10 16:48:53.513,Up,Connected,300 Mbps,4257911,4406457,0,0,0,0,34,20,192.168.0.1,Reachable,1,3,12,702,Internet,230
2026-09-10 16:48:54.750,Up,Connected,300 Mbps,4257949,4406491,0,0,0,0,38,34,192.168.0.1,Reachable,1,6,12,702,Internet,194
2026-09-10 16:48:55.960,Up,Connected,300 Mbps,4257979,4406510,0,0,0,0,30,19,192.168.0.1,Reachable,1,3,12,702,Internet,195
2026-09-10 16:48:57.161,Up,Connected,300 Mbps,4258014,4406537,0,0,0,0,35,27,192.168.0.1,Reachable,1,5,12,702,Internet,212
2026-09-10 16:48:58.380,Up,Connected,300 Mbps,4258054,4406572,0,0,0,0,40,35,192.168.0.1,Reachable,1,3,12,702,Internet,203
2026-09-10 16:48:59.590,Up,Connected,300 Mbps,4258091,4406601,0,0,0,0,37,29,192.168.0.1,Reachable,1,4,12,702,Internet,208
2026-09-10 16:49:00.817,Up,Connected,300 Mbps,4258118,4406623,0,0,0,0,27,22,192.168.0.1,Reachable,1,11,12,702,Internet,219
2026-09-10 16:49:02.059,Up,Connected,300 Mbps,4258147,4406643,0,0,0,0,29,20,192.168.0.1,Probe,1,3,12,702,Internet,205
2026-09-10 16:49:03.274,Up,Connected,300 Mbps,4258192,4406676,0,0,0,0,45,33,192.168.0.1,Reachable,1,12,12,702,Internet,219
2026-09-10 16:49:04.511,Up,Connected,300 Mbps,4258218,4406696,0,0,0,0,26,20,192.168.0.1,Reachable,1,2,12,702,Internet,210
2026-09-10 16:49:05.737,Up,Connected,300 Mbps,4258261,4406727,0,0,0,0,43,31,192.168.0.1,Reachable,1,3,12,702,Internet,203
2026-09-10 16:49:06.959,Up,Connected,300 Mbps,4258315,4406769,0,0,0,0,54,42,192.168.0.1,Reachable,1,5,12,702,Internet,231
2026-09-10 16:49:08.205,Up,Connected,300 Mbps,4258357,4406801,0,0,0,0,42,32,192.168.0.1,Reachable,1,6,12,702,Internet,196
2026-09-10 16:49:09.410,Up,Connected,300 Mbps,4258392,4406821,0,0,0,0,35,20,192.168.0.1,Reachable,1,8,12,702,Internet,222
2026-09-10 16:49:10.645,Up,Connected,300 Mbps,4258436,4406858,0,0,0,0,44,37,192.168.0.1,Reachable,1,4,12,702,Internet,204
2026-09-10 16:49:11.865,Up,Connected,300 Mbps,4258488,4406890,0,0,0,0,52,32,192.168.0.1,Reachable,1,14,12,702,Internet,213
2026-09-10 16:49:13.092,Up,Connected,300 Mbps,4258540,4406914,0,0,0,0,52,24,192.168.0.1,Reachable,1,3,12,702,Internet,199
2026-09-10 16:49:14.304,Up,Connected,300 Mbps,4258586,4406940,0,0,0,0,46,26,192.168.0.1,Reachable,1,3,12,702,Internet,215
2026-09-10 16:49:15.536,Up,Connected,300 Mbps,4258621,4406971,0,0,0,0,35,31,192.168.0.1,Reachable,1,5,12,702,Internet,201
2026-09-10 16:49:16.749,Up,Connected,300 Mbps,4258654,4406990,0,0,0,0,33,19,192.168.0.1,Reachable,1,3,12,702,Internet,201
2026-09-10 16:49:17.973,Up,Connected,300 Mbps,4258681,4407016,0,0,0,0,27,26,192.168.0.1,Reachable,1,4,12,702,Internet,241
2026-09-10 16:49:19.228,Up,Connected,300 Mbps,4258707,4407029,0,0,0,0,26,13,192.168.0.1,Reachable,1,4,12,702,Internet,205
